"cnrmcm3","gfdlcm21","miroc32med","mpiecham5","ncarccsm3","ncarpcm1","meanSFsurv","sdSFsurv"
0.420190274841438,0.474497885835095,0.760306553911205,0.93208245243129,0.825977801268499,0.909619450317125,0.720445736434108,0.201637621527259
0.776823467230444,0.403673361522199,0.75303911205074,0.782505285412262,0.88107822410148,0.760967230443975,0.72634778012685,0.150373249307087
0.384910147991543,0.971458773784355,0.860597251585624,0.504492600422833,0.600819238900634,0.787130021141649,0.684901338971106,0.205364208085984
0.870507399577167,0.973044397463002,0.735729386892178,0.704809725158562,0.883853065539112,0.454281183932347,0.770370859760395,0.168024342332497
0.912394291754757,0.0434725158562368,0.000396405919661734,0.333641649048626,0.0101744186046512,0.730443974630021,0.338420542635659,0.363352732015654
0.97396934460888,0.562235729386892,0.426136363636364,0.22634778012685,0.956395348837209,0.706395348837209,0.641913319238901,0.270469041129513
0.971723044397463,0.457320295983087,0.327431289640592,0.930893234672304,0.0225951374207188,0.55708245243129,0.544507575757576,0.331431589377322
0.715776955602537,0.00383192389006342,0.960095137420719,0.295850951374207,0.0854915433403805,0.195560253699789,0.376101127554616,0.346049625550776
0.380021141649049,0.425079281183932,0.769556025369979,0.814746300211416,0.527748414376321,0.625396405919662,0.59042459478506,0.162874345194317
0.831263213530655,0.204545454545455,0.00105708245243129,0.890591966173362,0.323202959830867,0.733350951374207,0.497335271317829,0.337688732248249
0.845665961945032,0.914904862579281,0.0269556025369979,0.641913319238901,0.047568710359408,0.312367864693446,0.464896053558844,0.357781954570783
0.903937632135307,0.419133192389006,0.522727272727273,0.440803382663848,0.0307875264270613,0.958905919661734,0.546049154334038,0.314048207665021
0.851083509513742,0.378171247357294,0.239825581395349,0.411601479915433,0.176929175475687,0.683535940803383,0.456857822410148,0.238222450794284
0.711284355179704,0,0.813424947145877,0.570295983086681,0.433668076109937,0.956923890063425,0.580932875264271,0.308679009415288
0.558271670190275,0.0413583509513742,0.522991543340381,0.615486257928118,0.917811839323467,0.602404862579281,0.543054087385483,0.258697055433371
0.850422832980973,0.0891913319238901,0.619186046511628,0.915301268498943,0.322410147991543,0.804836152219873,0.600224630021142,0.300675283708781
0.430232558139535,0.922700845665962,0.813292811839323,0.695824524312896,0.0418868921775899,0.000660676532769556,0.484099718111346,0.360030923874978
0.333641649048626,0.0388477801268499,0.632267441860465,0.870507399577167,0.686310782241015,0.558139534883721,0.519952431289641,0.267958391095983
0.00171775898520085,0.00515327695560254,0.0980443974630021,0.0161205073995772,0.388213530655391,0.922040169133192,0.238548273431994,0.334000555869496
0.226083509513742,0.180628964059197,0.134249471458774,0.323335095137421,0.232293868921776,0.46419133192389,0.260130373502467,0.107808663169493
0.682478858350951,0.324524312896406,0,0.714587737843552,0,0.88715644820296,0.434791226215645,0.349884542398568
0.89627378435518,0.00105708245243129,0.915036997885835,0.745507399577167,0.157241014799154,0.749471458773784,0.577431289640592,0.361075394478191
0.432610993657505,0,0.266649048625793,0.889138477801269,0.827167019027484,0.649445031712474,0.510835095137421,0.313339639930756
0.892045454545455,0.33377378435518,0.0479651162790698,0.849101479915433,0.523255813953488,0.607293868921776,0.542239252995067,0.291229020075966
0.32465644820296,0.774048625792812,0.523255813953488,0.867600422832981,0.0984408033826639,0.957056025369979,0.590843023255814,0.306092084095288
0.616014799154334,0.00343551797040169,0.00171775898520085,0.0298625792811839,0.354915433403805,0.771934460887949,0.296313424947146,0.309682273157847
