"Year","AFem","AFemDeath","AMal","AMalDeath","Eggs","EggsDeath","FryGrad","FryExit","FryDeath","FryInStr","allMortAF","baseMortAF","tempMortAF","allMortAM","baseMortAM","tempMortAM","InVivo"
2010,7568,7568,7578,7022,32728772,26391461,6337311,3197433,1091723,2048155,176,176,0,214,214,0,8136125
2011,7568,7568,7578,7026,28489470,21828276,6661194,4037322,1283226,1340646,173,173,0,213,213,0,12403236
2012,7568,7568,7578,6322,40174020,32933826,7240194,3761445,1369366,2109383,298,191,107,335,227,108,0
2013,7568,7568,7578,6322,40770828,34647271,6123557,2012695,1366696,2744166,190,190,0,226,226,0,0
2014,7568,7568,7578,7566,110520,61124,49396,8407,12308,28681,7548,75,7473,7559,80,7479,0
2015,7568,7568,7578,6322,36466113,27935406,8530707,5368784,2017170,1144753,190,190,0,226,226,0,4311953
2016,7568,7568,7578,6411,11542570,10159431,1383139,297380,233573,852186,4085,160,3925,4133,205,3928,7730857
2017,7568,7568,7578,6956,4234447,3845135,389312,39616,113489,236207,6404,99,6305,6431,117,6314,2208971
2018,7568,7568,7578,6322,40693464,32248644,8444820,4695624,1831873,1917323,204,191,13,240,227,13,0
2019,7568,7568,7578,6356,11564743,10285340,1279403,228035,301145,750223,3812,149,3663,3865,193,3672,9220232
2020,7568,7568,7578,7363,2077776,1874271,203505,118,47561,155826,7192,76,7116,7193,71,7122,0
2021,7568,7568,7578,7435,1331766,1132193,199573,1297,47620,150656,7327,46,7281,7339,49,7290,0
2022,7568,7568,7578,6694,9985482,8902534,1082948,196990,293526,592432,5761,107,5654,5788,123,5665,0
2023,7568,7568,7578,6330,32244210,26561882,5682328,2611706,1238627,1831995,1733,191,1542,1773,228,1545,0
2024,7568,7568,7578,7027,40837140,33870419,6966721,2831575,1225568,2909578,178,178,0,213,213,0,0
2025,7568,7568,7578,6361,23380506,20656521,2723985,792021,737468,1194496,3337,154,3183,3381,194,3187,0
2026,7568,7568,7578,7306,2470122,2095151,374971,20975,99848,254148,7121,60,7061,7123,53,7070,0
2027,7568,7568,7578,6323,39119073,32173194,6945879,4004564,1292427,1648888,304,201,103,338,236,102,1021791
2028,7568,7568,7578,6336,23346540,19660527,3686013,1366188,887327,1432498,2351,182,2169,2395,221,2174,5495790
2029,7568,7568,7578,6505,7266271,6358000,908271,232607,204615,471049,4774,136,4638,4797,153,4644,8203766
2030,7568,7568,7578,7578,0,0,0,0,0,0,7568,24,7544,7578,25,7553,0
2031,7568,7568,7578,6606,12284298,10822213,1462085,191720,333340,937025,5345,129,5216,5371,148,5223,0
