"Year","AFem","AFemDeath","AMal","AMalDeath","Eggs","EggsDeath","FryGrad","FryExit","FryDeath","FryInStr","allMortAF","baseMortAF","tempMortAF","allMortAM","baseMortAM","tempMortAM","InVivo"
2010,7568,7568,7578,6324,25264872,21574191,3690681,1497033,876854,1316794,2996,160,2836,3041,198,2843,0
2011,7568,7568,7578,6322,26281317,22275591,4005726,1358775,856115,1790836,2223,196,2027,2261,232,2029,3263618
2012,7568,7568,7578,6346,19860444,17861044,1999400,424637,455980,1118783,3974,163,3811,4021,204,3817,0
2013,7568,7568,7578,6855,7364657,6960520,404137,61487,83236,259414,6235,93,6142,6259,112,6147,1501
2014,7568,7568,7578,6278,35902422,32331323,3571099,2138453,668305,764341,1071,186,885,1117,230,887,0
2015,7568,7568,7578,6290,1473673,1374850,98823,35629,20109,43085,2600,175,2425,2650,220,2430,26058936
2016,7568,7568,7578,6332,18683406,16776251,1907155,439588,361825,1105742,4187,174,4013,4235,213,4022,0
2017,7568,7568,7578,6322,32938876,26158139,6780737,3981416,1286022,1513299,1535,197,1338,1575,232,1343,399632
2018,7568,7568,7578,6316,34548552,29640525,4908027,2802432,951299,1154296,1316,192,1124,1355,229,1126,0
2019,7568,7568,7578,6309,12988981,11171925,1817056,721801,406489,688766,1173,187,986,1220,230,990,22404627
2020,7568,7568,7578,6624,10212048,9318870,893178,90880,168443,633855,5720,109,5611,5746,129,5617,0
2021,7568,7568,7578,6582,11726172,10256346,1469826,430593,417512,621721,5446,128,5318,5469,146,5323,0
2022,7568,7568,7578,6332,31365576,26280813,5084763,2337972,1074019,1672772,1892,192,1700,1932,226,1706,0
2023,7568,7568,7578,6333,24132042,21059953,3072089,676006,860927,1535156,3201,168,3033,3246,208,3038,0
2024,7568,7568,7578,6384,15367806,14640883,726923,20370,158739,547814,4787,132,4655,4837,176,4661,0
2025,7568,7568,7578,6325,22717386,20210157,2507229,602141,549381,1355707,3457,162,3295,3500,198,3302,0
2026,7568,7568,7578,6322,39903246,33628979,6274267,2523119,2110369,1640779,347,197,150,383,232,151,0
2027,7568,7568,7578,6741,8858178,7966311,891867,133749,261580,496538,5965,122,5843,5981,129,5852,0
2028,7568,7568,7578,6594,10814382,10018942,795440,26524,236211,532705,5611,129,5482,5636,146,5490,0
2029,7568,7568,7578,6929,4908091,4529267,378824,63697,110373,204754,6365,83,6282,6386,101,6285,1748129
2030,7568,7568,7578,6323,25767738,23549229,2218509,907149,530488,780872,2905,173,2732,2947,209,2738,0
2031,7568,7568,7578,6323,25684848,21024253,4660595,2192057,1120684,1347854,2920,175,2745,2962,210,2752,0
2032,7568,7568,7578,6323,28624680,24107016,4517664,1664588,972742,1880334,2388,183,2205,2430,220,2210,0
2033,7568,7568,7578,6324,22424508,19089491,3335017,1099686,976855,1258476,3510,174,3336,3552,210,3342,0
2034,7568,7568,7578,7565,110520,68365,42155,4056,12090,26009,7548,47,7501,7557,49,7508,0
2035,7568,7568,7578,6335,22358196,19867629,2490567,801825,470513,1218229,3522,159,3363,3568,198,3370,0
2036,7568,7568,7578,6321,20728991,20218225,510766,295956,122460,92350,3558,163,3395,3602,203,3399,1433613
2037,7568,7568,7578,6348,15469662,14203907,1265755,94001,289575,882179,4767,152,4615,4814,193,4621,8664
2038,7568,7568,7578,7303,1325976,1119947,206029,7666,49151,149212,7093,87,7006,7084,74,7010,1304300
2039,7568,7568,7578,7574,38682,26440,12242,1845,2461,7936,7561,38,7523,7571,41,7530,0
2040,7568,7568,7578,6933,6249906,5742268,507638,84512,109064,314062,6437,62,6375,6461,78,6383,0
