"Year","AFem","AFemDeath","AMal","AMalDeath","Eggs","EggsDeath","FryGrad","FryExit","FryDeath","FryInStr","allMortAF","baseMortAF","tempMortAF","allMortAM","baseMortAM","tempMortAM","InVivo","Year","allMortEgg","baseMortEgg","tempMortEgg","denMortEgg","incMortEgg","superMortEgg","lostMortEgg","catMortEgg","allMortFry","baseMortFry","tempMortFry","denMortFry","habMortFry","freshMortFry","seasMortFry","catMortFry","allMortSF","allMortSM"
2010,7568,7568,7578,6322,40489002,33073384,7415618,4102305,1521022,1792291,241,193,48,276,228,48,0,2010,33073384,10507706,4797561,0,3317699,7045578,7404840,0,1521022,759595,304078,0,0,0,457349,0,7327,6046
2011,7568,7568,7578,6322,34510554,28210209,6300345,2809533,1216200,2274612,238,195,43,274,231,43,6006332,2011,28210209,9477036,4696388,0,1229192,6244462,6563131,0,1216200,576357,292397,0,0,0,347446,0,7330,6048
2012,7568,7568,7578,6344,24032574,21178301,2854273,850417,619658,1384198,3219,176,3043,3267,216,3051,0,2012,21178301,4609242,2411735,0,1364513,5553751,7239060,0,619658,279149,172211,0,0,0,168298,0,4349,3077
2013,7568,7568,7578,6702,9712109,9100663,611446,127920,127541,355985,5803,113,5690,5820,122,5698,41281,2013,9100663,1089046,385699,0,983524,2166334,4476060,0,127541,80039,0,0,0,0,47502,0,1765,882
2014,7568,7568,7578,7000,40815036,36500365,4314671,2645495,786365,882811,182,182,0,213,213,0,0,2014,36500365,8337504,5475641,0,10143017,6476655,6067548,0,786365,491996,0,0,0,0,294369,0,7386,6787
2015,7568,7568,7578,7009,828239,748974,79265,41892,12610,24763,182,182,0,214,214,0,40082278,2015,748974,97167,167849,0,53985,222855,207118,0,12610,8564,423,0,0,0,3623,0,7386,6795
2016,7568,7568,7578,7027,40538736,34286569,6252167,3090255,1028442,2133470,232,184,48,264,216,48,0,2016,34286569,10061379,6844303,0,3892608,6674721,6813558,0,1028442,636818,10321,0,0,0,381303,0,7336,6763
2017,7568,7568,7578,6322,39891601,30975980,8915621,5685076,1589426,1641119,190,190,0,226,226,0,879427,2017,30975980,9634279,3670864,0,3305051,7066740,7299046,0,1589426,967646,41716,0,0,0,580064,0,7378,6096
2018,7568,7568,7578,7030,40798458,34573270,6225188,3798131,1150417,1276640,185,185,0,213,213,0,0,2018,34573270,9197958,4138385,0,7704800,6563841,6968286,0,1150417,679496,63492,0,0,0,407429,0,7383,6817
2019,7568,7568,7578,7025,13784550,11507979,2276571,1039030,482992,754549,166,166,0,214,214,0,27176953,2019,11507979,3360175,2257264,0,845218,2466551,2578771,0,482992,223740,125194,0,0,0,134058,0,7402,6811
2020,7568,7568,7578,6551,13577382,12006259,1571123,298105,289049,983969,5111,124,4987,5134,143,4991,0,2020,12006259,2169790,974597,0,411286,3024054,5426532,0,289049,180470,1116,0,0,0,107463,0,2457,1417
2021,7568,7568,7578,6517,15257286,13032812,2224474,828586,590178,805710,4807,136,4671,4828,153,4675,0,2021,13032812,2485436,961784,0,589889,3265241,5730462,0,590178,280290,141286,0,0,0,168602,0,2761,1689
2022,7568,7568,7578,6352,37013148,30412333,6600815,3430313,1308458,1862044,870,192,678,907,230,677,0,2022,30412333,9638043,3429580,0,3451856,6736684,7156170,0,1308458,680500,218576,0,0,0,409382,0,6698,5445
2023,7568,7568,7578,6323,37377864,31488909,5888955,2007297,1510901,2370757,804,188,616,842,225,617,0,2023,31488909,10115545,5857616,0,1007607,7025937,7482204,0,1510901,492678,717523,0,0,0,300700,0,6764,5481
2024,7568,7568,7578,6357,23192622,21484908,1707714,394424,350376,962914,3371,158,3213,3414,199,3215,0,2024,21484908,3988033,2868182,0,2067759,5415816,7145118,0,350376,147963,113188,0,0,0,89225,0,4197,2943
2025,7568,7568,7578,6322,39030138,33158010,5872128,2444585,1131323,2296220,505,199,306,542,235,307,0,2025,33158010,9609273,3770606,0,3353208,8649841,7775082,0,1131323,533926,275565,0,0,0,321832,0,7063,5780
2026,7568,7568,7578,6322,40759776,34356077,6403699,2610603,2134826,1658270,192,192,0,227,227,0,0,2026,34356077,10638901,7931707,0,1358483,6994516,7432470,0,2134826,538467,1263476,0,0,0,332883,0,7376,6095
2027,7568,7568,7578,6644,11162520,9841605,1320915,288011,375628,657276,5548,131,5417,5572,147,5425,0,2027,9841605,1571003,884474,0,246361,2243731,4896036,0,375628,163260,114180,0,0,0,98188,0,2020,1072
2028,7568,7568,7578,6513,14964408,13541109,1423299,208586,398871,815842,4860,136,4724,4885,156,4729,0,2028,13541109,2404954,1236317,0,780774,3377550,5741514,0,398871,140479,173254,0,0,0,85138,0,2708,1628
2029,7568,7568,7578,6856,5120749,4698862,421887,83344,123550,214993,6172,88,6084,6194,102,6092,2606210,2029,4698862,608875,273486,0,236581,1308833,2271087,0,123550,55431,35144,0,0,0,32975,0,1396,662
2030,7568,7568,7578,6322,40549788,36284445,4265343,2396457,882555,986331,230,196,34,266,231,35,0,2030,36284445,7237213,3787111,0,10800692,7065641,7393788,0,882555,452452,158182,0,0,0,271921,0,7338,6056
2031,7568,7568,7578,6322,40754250,31290561,9463689,5742870,1933410,1787409,193,192,1,228,227,1,0,2031,31290561,10354529,4144534,0,2594608,6946778,7250112,0,1933410,984488,356205,0,0,0,592717,0,7375,6094
2032,7568,7568,7578,6322,40306644,32919270,7387374,3469789,1459039,2458546,274,194,80,310,230,80,0,2032,32919270,10342203,5118525,0,2400853,7558907,7498782,0,1459039,719509,306319,0,0,0,433211,0,7294,6012
2033,7568,7568,7578,6335,34366194,27468297,6897897,3458053,1723926,1715918,1349,197,1152,1391,235,1156,0,2033,27468297,8263663,4259519,0,1240779,6448698,7255638,0,1723926,702239,596409,0,0,0,425278,0,6219,4944
2034,7568,7568,7578,7565,110520,68003,42517,5083,12103,25331,7548,47,7501,7557,49,7508,0,2034,68003,44444,12834,0,10725,0,0,0,12103,5631,3296,0,0,0,3176,0,20,8
2035,7568,7568,7578,6327,32155794,27746255,4409539,2003485,777003,1629051,1749,187,1562,1788,223,1565,0,2035,27746255,6463503,4157389,0,2666740,6805113,7653510,0,777003,454105,50731,0,0,0,272167,0,5819,4539
2036,7568,7568,7578,7032,32726826,31729747,997079,680030,207989,109060,439,193,246,467,220,247,6678119,2036,31729747,4838331,3565028,0,10400964,6223945,6701479,0,207989,120496,15774,0,0,0,71719,0,7129,6565
2037,7568,7568,7578,6323,35301226,30021850,5279376,2174798,1009298,2095280,911,195,716,945,228,717,1487261,2037,30021850,8551528,6221991,0,2095973,6035533,7116825,0,1009298,519704,177105,0,0,0,312489,0,6657,5378
2038,7568,7568,7578,7196,1913318,1683041,230277,13869,54303,162105,6804,93,6711,6835,118,6717,2320502,2038,1683041,343121,161526,0,70480,767956,339958,0,54303,26632,12045,0,0,0,15626,0,764,361
2039,7568,7568,7578,7573,49734,34383,15351,2329,3509,9513,7559,39,7520,7570,41,7529,0,2039,34383,16730,13573,0,4080,0,0,0,3509,1849,958,0,0,0,702,0,9,3
2040,7568,7568,7578,6459,18335268,16076298,2258970,935135,450622,873213,4250,114,4136,4300,162,4138,0,2040,16076298,2889594,1687280,0,1530053,3758147,6211224,0,450622,282081,0,0,0,0,168541,0,3318,2159
2041,7568,7568,7578,6993,40687938,34258711,6429227,2545965,1214928,2668334,205,183,22,237,215,22,0,2041,34258711,10692211,7350994,0,2071867,7495861,6647778,0,1214928,594833,261897,0,0,0,358198,0,7363,6756
2042,7568,7568,7578,7578,0,0,0,0,0,0,7568,47,7521,7578,51,7527,0,2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,7568,7568,7578,6322,29936300,24089459,5846841,3526826,1233738,1086277,190,190,0,226,226,0,10842969,2043,24089459,6849700,3393163,0,2143404,5661403,6041789,0,1233738,626327,230497,0,0,0,376914,0,7378,6096
2044,7568,7568,7578,7007,40698990,32017046,8681944,5894984,1719869,1067091,203,187,16,236,220,16,0,2044,32017046,8531807,6275596,0,3937636,6839743,6432264,0,1719869,962827,178812,0,0,0,578230,0,7365,6771
2045,7568,7568,7578,6322,39405906,32192670,7213236,3386103,1205239,2621894,437,200,237,473,236,237,0,2045,32192670,10636501,5816653,0,1701498,6815536,7222482,0,1205239,680594,115905,0,0,0,408740,0,7131,5849
2046,7568,7568,7578,6322,40735122,35357604,5377518,3564843,1094698,717977,196,190,6,233,226,7,2550,2046,35357604,7968218,4811817,0,8344404,6861481,7371684,0,1094698,601380,132306,0,0,0,361012,0,7372,6089
2047,7568,7568,7578,6322,40494528,37704819,2789709,1678690,514583,596436,240,197,43,274,231,43,0,2047,37704819,9021547,3362424,0,10952641,7062835,7305372,0,514583,315557,10473,0,0,0,188553,0,7328,6048
2048,7568,7568,7578,7032,40781880,31135970,9645910,5928261,2024170,1693479,188,188,0,214,214,0,0,2048,31135970,10321411,4650198,0,2186109,6866290,7111962,0,2024170,991678,434905,0,0,0,597587,0,7380,6818
2049,7568,7568,7578,6335,30050388,24923484,5126904,1913462,1145203,2068239,2130,178,1952,2172,216,1956,0,2049,24923484,7366046,3093989,0,1102390,6177259,7183800,0,1145203,512617,323080,0,0,0,309506,0,5438,4163
2050,7568,7568,7578,6323,38035458,32230675,5804783,2522897,1107837,2174049,685,193,492,722,230,492,0,2050,32230675,9302206,5725763,0,2094265,7570977,7537464,0,1107837,565138,202661,0,0,0,340038,0,6883,5601
