"cnrmcm3","gfdlcm21","miroc32med","mpiecham5","ncarccsm3","ncarpcm1","meanSFsurv","sdSFsurv"
0.766252642706131,0.455470401691332,0.0429439746300211,0.498546511627907,0.245110993657505,0.962869978858351,0.495199083861875,0.305738016373764
0.511231501057082,0.413054968287526,0.347780126849894,0.492732558139535,0.355443974630021,0.301797040169133,0.403673361522199,0.0768301380995677
0.537130021141649,0.440803382663848,0.781976744186046,0.675739957716702,0.707848837209302,0.893366807610994,0.672810958421424,0.149462991701508
0.543076109936575,0.152616279069767,0.141913319238901,0.559989429175476,0.230576109936575,0.54122621564482,0.361566243833686,0.188706654043305
0.883192389006342,0.856368921775899,0.80708245243129,0.242071881606765,0.318446088794926,0.718155391120507,0.637552854122622,0.258743964030829
0.164904862579281,0.5625,0.426532769556025,0.950713530655391,0.00687103594080338,0.780258985200846,0.481963530655391,0.327745966262835
0.260967230443975,0.529201902748414,0.149048625792812,0.243657505285412,0.217098308668076,0.436971458773784,0.306157505285412,0.132554545454995
0.482822410147992,0.706923890063425,0.333509513742072,0,0.215512684989429,0.704016913319239,0.407130902043693,0.25548632222927
0.75911733615222,0.836945031712474,0.718816067653277,0.652087737843552,0.911865750528541,0.97026955602537,0.808183579985906,0.110006846530203
0.534883720930233,0.786072938689218,0.398520084566596,0.934064482029598,0.23242600422833,0.948070824524313,0.639006342494715,0.270244172158188
0.443313953488372,0.230443974630021,0.0478329809725159,0.595137420718816,0.0272198731501057,0.465380549682875,0.301554792107118,0.215180719423688
0.891913319238901,0.26757399577167,0.831791754756871,0.390591966173362,0.0722780126849894,0.918604651162791,0.562125616631431,0.332839346278267
0.366411205073996,0.359408033826638,0.795322410147992,0.288715644820296,0.636099365750529,0.957980972515856,0.567322938689218,0.248510164736223
0.228065539112051,0.464059196617336,0.773916490486258,0.437367864693446,0.461416490486258,0.433139534883721,0.466327519379845,0.159869276699669
0.515063424947146,0.387949260042283,0.702827695560254,0.738768498942918,0.69291754756871,0.884513742071882,0.653673361522199,0.160367666640754
0.955866807610994,0.524841437632135,0.368525369978858,0.823070824524313,0.701109936575053,0.936046511627907,0.718243481324877,0.214045339180886
0.66146934460888,0.932346723044397,0.385042283298097,0.221062367864693,0.546908033826638,0.919397463002114,0.61103770260747,0.260811517075147
0.0108350951374207,0.17600422832981,0.181553911205074,0.920058139534884,0,0.539244186046512,0.30461592670895,0.327770958097091
0.150237843551797,0.260042283298097,0.298229386892178,0.389402748414376,0.554968287526427,0.866279069767442,0.419859936575053,0.235054495542719
0.624075052854123,0.13715644820296,0.438292811839323,0.390459830866808,0.838662790697674,0.255549682875264,0.447366102889359,0.231186565404462
0.00224630021141649,0.457452431289641,0.023784355179704,0.0414904862579281,0.0141384778012685,0.893102536997886,0.238702431289641,0.3335450650921
0.917283298097252,0.553779069767442,0.759381606765328,0.452299154334038,0.538054968287526,0.864429175475687,0.680871212121212,0.175376813426337
0.542679704016913,0.489825581395349,0.273784355179704,0.68816067653277,0.000132135306553911,0.322674418604651,0.38620947850599,0.220652661198076
0.872093023255814,0.427721987315011,0.82095665961945,0.195428118393235,0.314085623678647,0.740486257928118,0.561795278365046,0.261068443930849
0.328356236786469,0.00224630021141649,0.0408298097251586,0.929439746300211,0.178911205073996,0.708245243128964,0.364671423537703,0.343767663864165
0.0950052854122621,0.41622621564482,0.0301268498942918,0.806818181818182,0.138609936575053,0.348440803382664,0.305871212121212,0.26249253640041
0.446220930232558,0.38345665961945,0.367864693446089,0.237315010570825,0.206791754756871,0.93816067653277,0.429968287526427,0.242028541866427
0.551929175475687,0.224894291754757,0.00660676532769556,0.868261099365751,0.4223044397463,0.818446088794926,0.482073643410853,0.306308476672816
0.887024312896406,0.0525898520084567,0.617996828752643,0.593023255813954,0.0420190274841438,0.674947145877378,0.477933403805497,0.31884471247725
0.459302325581395,0.000396405919661734,0.52603065539112,0.551400634249471,0.510835095137421,0.975554968287526,0.503920014094433,0.283065775697981
0.0486257928118393,0.109275898520085,0.541358350951374,0.343816067653277,0.0294661733615222,0.69899577167019,0.295256342494715,0.255600449833506
0.645480972515856,0.450713530655391,0.154598308668076,0.154994714587738,0.160280126849894,0.844080338266385,0.40169133192389,0.270104347380541
0.308271670190275,0,0,0.458377378435518,0,0.635967230443975,0.233769379844961,0.252225700575005
0.295454545454545,0.579545454545455,0.30642177589852,0.283033826638478,0.0658033826638478,0.851876321353066,0.397022551092319,0.25213445145973
0.652616279069767,0.00290697674418605,0.188424947145877,0.693842494714588,0.45573467230444,0.910676532769556,0.484033650458069,0.309335906047773
0.25237843551797,0.281183932346723,0.00224630021141649,0.514799154334038,0.258324524312896,0.556289640591966,0.310870331219168,0.184449650216383
0.330866807610994,0.701374207188161,0.000660676532769556,0.640856236786469,0.241146934460888,0.667811839323467,0.430452783650458,0.25964163720887
0.745639534883721,0.396538054968288,0.0227272727272727,0,0.000264270613107822,0.398123678646934,0.260548801973221,0.278365987513293
0.444371035940803,0.566728329809725,0.290036997885835,0.974894291754757,0.222515856236786,0.694238900634249,0.532130902043693,0.253537680829463
0.00171775898520085,0.279862579281184,0,0.931025369978858,0.121035940803383,0.557875264270613,0.31525281888654,0.335336329694489
0.0588002114164905,0.383192389006343,0.142309725158562,0.576770613107822,0.220533826638478,0.319106765327696,0.283452255109232,0.169117060387744
0.622093023255814,0.475819238900634,0.00396405919661734,0.273255813953488,0.219476744186047,0.647198731501057,0.373634601832276,0.230038937462457
0.712605708245243,0.398123678646934,0.0011892177589852,0.213530655391121,0.534090909090909,0.558932346723044,0.403078752642706,0.236195433327501
0.226744186046512,0.313028541226216,0.111390063424947,0.501982029598309,0.260835095137421,0.611918604651163,0.337649753347428,0.169424854413227
0.360068710359408,0.329941860465116,0,0.918076109936575,0.509910147991543,0.523784355179704,0.440296863988724,0.274640762399808
0.263213530655391,0.0410940803382664,0,0.025369978858351,0.313689217758985,0.383853065539112,0.171203312191684,0.153565609548381
0.211680761099366,0,0.0134778012684989,0.275766384778013,0.160412262156448,0.915301268498943,0.262773079633545,0.308287704481143
0.429704016913319,0.262420718816068,0.387817124735729,0.437764270613108,0.0479651162790698,0.00369978858350951,0.261561839323467,0.176718524190624
0.571088794926004,0.162394291754757,0.00264270613107822,0,0.66384778012685,0.267045454545455,0.277836504580691,0.258640584559377
0.43142177589852,0.543604651162791,0.066992600422833,0,0,0.2821088794926,0.220687984496124,0.213496711481101
0.808271670190275,0.7178911205074,0.863372093023256,0.0683139534883721,0.215776955602537,0.130813953488372,0.467406624383369,0.33456618450359
0.514270613107822,0.0161205073995772,0.0175739957716702,0.233483086680761,0.79796511627907,0.447938689217759,0.337892001409443,0.28045460112586
0.000132135306553911,0.245903805496829,0.258985200845666,0.0179704016913319,0.180893234672304,0.910015856236786,0.268983439041579,0.304029506981464
0.437632135306554,0.025369978858351,0.00779598308668076,0.00158562367864693,0.210359408033827,0.79188689217759,0.245771670190275,0.289004746378932
0,0.137288583509514,0.34156976744186,0.299815010570825,0.330602536997886,0.269423890063425,0.229783298097252,0.122808921537731
0.201109936575053,0.099762156448203,0.0428118393234672,0,0.00171775898520085,0.559725158562368,0.150854474982382,0.195355793415081
0.357029598308668,0,0.147198731501057,0.751849894291755,0.257795983086681,0.410412262156448,0.320714411557435,0.235289345031001
0.00277484143763214,0.0224630021141649,0,0.000264270613107822,0.0289376321353066,0,0.00907329105003524,0.0119428844831582
0,0.712737843551797,0.000132135306553911,0.00462473572938689,0.464984143763214,0.505549682875264,0.281338090204369,0.290086380548568
0.326770613107822,0.350158562367865,0,0.728858350951374,0.31553911205074,0.802986257928118,0.420718816067653,0.271707709569466
0,0.00369978858350951,0.213134249471459,0.0858879492600423,0.213794926004228,0.836020084566596,0.225422832980973,0.286519855905982
0.332980972515856,0,0.00198202959830867,0.0145348837209302,0,0.159619450317125,0.0848528893587033,0.124746283356883
0.0425475687103594,0.00105708245243129,0.00171775898520085,0.453356236786469,0.0909090909090909,0.00224630021141649,0.0986390063424947,0.161883614775525
0.000924947145877378,0.426664904862579,0.000528541226215645,0.43380021141649,0.24392177589852,0,0.184306730091614,0.194040677678911
0.13345665961945,0,0,0,0.00554968287526427,0.326374207188161,0.0775634249471459,0.121288287946054
0,0.00184989429175476,0,0,0.141516913319239,0.0299947145877378,0.0288935870331219,0.0515123052251465
0,0.254228329809725,0.111522198731501,0.576902748414376,0.498150105708245,0,0.240133897110641,0.228054752995738
0.0155919661733615,0.139667019027484,0.156712473572939,0,0.0203488372093023,0.405523255813953,0.122973925299507,0.140497006698145
0.559328752642706,0.174682875264271,0.100554968287526,0.0101744186046512,0.0269556025369979,0.482954545454545,0.22577519379845,0.216680505798922
0.0462473572938689,0.0126849894291755,0.276427061310782,0.248546511627907,0,0.782373150105708,0.227713178294574,0.271254804035195
0.0796775898520085,0,0,0.316464059196617,0.215512684989429,0.728329809725159,0.223330690627202,0.253031112697406
0.264931289640592,0,0,0.137420718816068,0.00502114164904863,0.36958245243129,0.129492600422833,0.144383425764832
0.319767441860465,0.39323467230444,0,0.27603065539112,0.538451374207188,0.551664904862579,0.346524841437632,0.18568113453553
0.315803382663848,0,0.194106765327696,0.111654334038055,0,0.513081395348837,0.189107646229739,0.18191491153613
0.483615221987315,0.000924947145877378,0.162922832980973,0,0.587209302325581,0.124075052854123,0.226457892882311,0.228377869607178
0.00132135306553911,0,0.000264270613107822,0.319899577167019,0,0.334566596194503,0.109341966173362,0.154131096350777
0.279201902748414,0,0,0.142177589852008,0,0.342494714587738,0.127312367864693,0.140368660442842
0,0,0,0.000132135306553911,0,0.0195560253699789,0.00328136011275546,0.00727841148961548
0.0158562367864693,0.0588002114164905,0,0,0.2348044397463,0.337737843551797,0.107866455250176,0.131083833219951
0.0381871035940803,0.000924947145877378,0,0.212869978858351,0,0.670322410147992,0.153717406624383,0.243012559777589
0.207980972515856,0.0502114164904863,0.0114957716701903,0,0.165829809725159,0.249075052854123,0.114098837209302,0.0977548497293038
0.00634249471458774,0.00264270613107822,0.00171775898520085,0,0.171379492600423,0.194899577167019,0.0628303382663848,0.0853629789532932
0.15776955602537,0.0146670190274841,0,0,0.0332980972515856,0.429307610993657,0.105840380549683,0.154546123354725
0,0.0819238900634249,0,0,0.0257663847780127,0.400634249471459,0.0847207540521494,0.144232217386999
0.000264270613107822,0,0.0373942917547569,0,0.447674418604651,0.277087737843552,0.127070119802678,0.174024667959777
0.608879492600423,0,0,0,0.367600422832981,0.570428118393235,0.257818005637773,0.268462226220546
0,0,0,0,0,0.0352801268498943,0.00588002114164905,0.0131481269818632
0,0,0.16384778012685,0,0.272198731501057,0.380813953488372,0.136143410852713,0.149859568565074
0,0.540433403805497,0.00264270613107822,0.0590644820295983,0.0477008456659619,0.396538054968288,0.17439658210007,0.213149655370773
0,0,0.0011892177589852,0,0.0170454545454545,0.0336945031712474,0.00865486257928118,0.012766110252665
