"cnrmcm3","gfdlcm21","miroc32med","mpiecham5","ncarccsm3","ncarpcm1"
0.102613513905206,0.0783961842937724,0.101048675266358,0.191255843647693,0.176709020787358,0.106207280441246
0.12023859389594,0.0760540558506641,0.0800617220271434,0.138910849592568,0.154303871794634,0.0934760405057627
0.115581716138433,0.148817815369539,0.187223440212081,0.0785551888375354,0.0903545286504831,0.202339389899377
0.138640996671755,0.166730689957325,0.139340015820512,0.191024142815418,0.168469303976702,0.196359370460197
0.109948786355518,0.134501796380125,0.140862422997947,0.0791761059226946,0.233541099361047,0.156565637897289
0.133083802794144,0.110750487157263,0.0767671770883188,0.074447640750633,0.0875318354801347,0.136522491772205
0.149089317136172,0.0818717858225217,0.396153249573445,0.0873035178725606,0.280285906286273,0.101139757968477
0.161157845567194,0.222149122807018,0.128231644863692,0.0624842533544753,0.0885516059867424,0.0598628124678817
0.0682801595859791,0.245417645161048,0.154957246553588,0.114552310548512,0.103673397066575,0.119313982166982
0.181521150882418,0.0514914827986448,0.0641181429854164,0.114167926210988,0.0648017261852385,0.119291044622664
0.0844050627822681,0.185957158772317,0.157704478040616,0.162270211304247,0.190764451101307,0.0608173573453292
0.248167868113326,0.0859666904812051,0.0929770027885447,0.0590056690173025,0.155678774652587,0.183878687505533
0.17598820999651,0.0807677254135347,0.058203957604987,0.0927272930333176,0.0478626589749018,0.108793109324861
0.105716037333913,NA,0.144075825736668,0.0797435884570205,0.0674502183321659,0.158777477636618
0.0875327467767566,0.242381091062422,0.11472563284642,0.121190147325901,0.143512436385756,0.0768377709417759
0.153917982593884,0.067403875822393,0.0726865831505478,0.113092873253559,0.0519871204806776,0.190394916274475
0.103658085117772,0.176281113821138,0.0897343160888094,0.0930652822705502,0.198600679127643,0.287598024978217
0.122390476747975,0.195353285936396,0.080826275319513,0.226368094468197,0.113113916543303,0.0913847917018638
0.200393318013081,0.26013443994787,0.167171784544407,0.249212462776561,0.077070101738109,0.120341690670113
0.0388074720562378,0.0646579094919307,0.081566910403307,0.0598579481158643,0.0590002326710246,0.145663947667766
0.135447686814466,0.0661579116199804,NA,0.126962762359719,NA,0.183492914834597
0.138933112210772,0.201188707280832,0.118026653488623,0.194719915724374,0.129197405050841,0.154955311565392
0.0669689556267926,NA,0.0748466475467411,0.143286891542462,0.119160387264623,0.125212725798463
0.196963159694818,0.466103862880532,0.234358924308783,0.156659678131794,0.108652995513939,0.104598547518433
0.096744507357061,0.203532613911785,0.0993714207445962,0.161275988735473,0.211727929159362,0.175313549775298
0.117305404559722,0.143813044714699,0.234620538433427,0.264643984566819,0.0924525908949235,0.109573870119868
0.229023823383245,0.109292737608424,0.0493331887672124,0.354352857397187,0.13989972852076,0.105421827058049
0.0709758952061881,0.103954199673994,0.0766071836850117,0.0664461472071551,0.0880986170793617,0.128419918270151
0.0972190768251731,0.0858472172049792,0.0861353845410682,0.134861270169402,0.243829679452903,0.115766271850296
0.0606400551893594,0.347795863463604,0.0671468900902757,0.0887697474570149,0.0866324360224905,0.0761984459080323
0.109613756447641,NA,0.102006333781422,0.199445983379501,0.101156677509302,0.105342572124567
