"Year","AFem","AFemDeath","AMal","AMalDeath","Eggs","EggsDeath","FryGrad","FryExit","FryDeath","FryInStr","allMortAF","baseMortAF","tempMortAF","allMortAM","baseMortAM","tempMortAM","InVivo"
2010,7568,7568,7578,6310,25689317,20896191,4793126,2216306,916153,1660667,598,190,408,641,231,410,12858952
2011,7568,7568,7578,6322,30696930,25380445,5316485,2480609,1077621,1758255,2013,198,1815,2053,233,1820,0
2012,7568,7568,7578,6322,31730292,26441372,5288920,2389599,1144777,1754544,1826,197,1629,1868,233,1635,0
2013,7568,7568,7578,6331,23788462,21813340,1975122,285707,283637,1405778,2985,178,2807,3027,215,2812,1539662
2014,7568,7568,7578,6324,22178046,20149349,2028697,466980,317263,1244454,2274,183,2091,2316,219,2097,7096613
2015,7568,7568,7578,6322,28469952,25511816,2958136,692214,604508,1661414,2416,195,2221,2457,231,2226,0
2016,7568,7568,7578,6339,17949313,15701735,2247578,474844,501092,1271642,3737,157,3580,3783,199,3584,3231237
2017,7568,7568,7578,6876,6251253,5801821,449432,20902,82422,346108,6220,106,6114,6245,122,6123,1203948
2018,7568,7568,7578,6268,24767532,22081672,2685860,584503,539281,1562076,3086,156,2930,3135,201,2934,0
2019,7568,7568,7578,6310,26966880,23186715,3780165,1123536,776077,1880552,2688,183,2505,2733,222,2511,0
2020,7568,7568,7578,6510,13063464,12361308,702156,93248,144627,464281,5204,114,5090,5232,134,5098,0
2021,7568,7568,7578,6322,7509193,6299238,1209955,584770,240013,385172,503,195,308,538,231,307,31605817
2022,7568,7568,7578,6336,25198560,21346288,3852272,1182432,753004,1916836,3008,186,2822,3051,224,2827,0
2023,7568,7568,7578,6323,36207918,30613813,5594105,2006509,971362,2616234,926,205,721,964,241,723,495824
2024,7568,7568,7578,6327,23706540,19015718,4690822,2746402,960251,984169,3278,168,3110,3321,205,3116,0
2025,7568,7568,7578,6313,24286772,21174574,3112198,963020,642613,1506565,1311,195,1116,1351,232,1119,10319254
2026,7568,7568,7578,7574,27630,17222,10408,352,1813,8243,7563,58,7505,7571,60,7511,0
2027,7568,7568,7578,6345,20871702,18348941,2522761,808767,530731,1183263,3791,153,3638,3838,194,3644,0
2028,7568,7568,7578,6288,23704546,21480061,2224485,1373292,433480,417713,821,193,628,867,238,629,13613840
2029,7568,7568,7578,6324,19149756,16349149,2800607,1224713,675798,900096,3799,179,3620,3844,216,3628,1681354
2030,7568,7568,7578,6266,23877688,18978627,4899061,3128315,1090947,679799,642,187,455,690,231,459,14434318
2031,7568,7568,7578,6323,30492468,24657710,5834758,3060995,1219537,1554226,2050,186,1864,2091,223,1868,0
2032,7568,7568,7578,6325,23457870,20864067,2593803,562601,443086,1588116,3323,169,3154,3367,210,3157,0
2033,7568,7568,7578,6320,28747095,25087422,3659673,1594992,688282,1376399,2321,188,2133,2362,225,2137,247927
2034,7568,7568,7578,6312,20182107,17172424,3009683,1355684,519189,1134810,850,190,660,892,230,662,16985464
2035,7568,7568,7578,6291,14501511,12165081,2336430,876522,433822,1026086,2213,179,2034,2261,225,2036,15137466
2036,7568,7568,7578,6311,13133841,11453231,1680610,553662,290532,836416,2764,180,2584,2806,218,2588,13455971
2037,7568,7568,7578,6294,27303966,23417551,3886415,1095951,696354,2094110,2627,191,2436,2675,233,2442,0
2038,7568,7568,7578,7342,2331972,1966734,365238,2067,90670,272501,7146,72,7074,7148,68,7080,0
2039,7568,7568,7578,6360,17305565,16259358,1046207,88713,197844,759650,4433,167,4266,4479,206,4273,18445
2040,7568,7568,7578,6646,7004973,6363020,641953,54695,137144,450114,5740,134,5606,5766,154,5612,3113385
2041,7568,7568,7578,6491,14987182,13246519,1740663,709722,335323,695618,3669,189,3480,3697,213,3484,6578313
2042,7568,7568,7578,6277,35324782,29387132,5937650,2558780,1356681,2022189,1152,186,966,1199,230,969,130034
2043,7568,7568,7578,6717,4587008,4272048,314960,6535,77785,230640,5970,92,5878,5988,104,5884,4263388
2044,7568,7568,7578,6361,13629441,12737424,892017,312442,222052,357523,4566,156,4410,4613,198,4415,2971264
2045,7568,7568,7578,6292,12278106,10764722,1513384,493171,317717,702496,1850,192,1658,1898,235,1663,19379625
2046,7568,7568,7578,6324,31100328,25238964,5861364,2544026,1157119,2160219,1940,190,1750,1979,229,1750,0
2047,7568,7568,7578,6327,20589876,17447995,3141881,1191235,798304,1152342,3842,175,3667,3885,212,3673,0
2048,7568,7568,7578,6348,18221750,16185830,2035920,684049,421644,930227,4221,164,4057,4269,205,4064,273772
2049,7568,7568,7578,6291,27308364,22421524,4886840,2545905,1257679,1083256,2374,187,2187,2422,229,2193,1398985
2050,7568,7568,7578,7573,28035,19320,8715,1072,1969,5674,7559,37,7522,7570,42,7528,21699
2051,7568,7568,7578,7566,110520,69960,40560,2105,8860,29595,7548,34,7514,7559,39,7520,0
2052,7568,7568,7578,7576,11052,7992,3060,6,567,2487,7566,67,7499,7575,71,7504,0
2053,7568,7568,7578,7463,869896,645946,223950,3278,57097,163575,7382,45,7337,7391,51,7340,157940
2054,7568,7568,7578,6342,21999006,18998425,3000581,1215777,729730,1055074,3587,171,3416,3631,208,3423,0
2055,7568,7568,7578,6323,15587640,13124502,2463138,1070093,553393,839652,1284,197,1087,1321,233,1088,19192896
2056,7568,7568,7578,7480,895212,606920,288292,26282,67509,194501,7406,50,7356,7416,52,7364,0
2057,7568,7568,7578,6312,15970509,14095855,1874654,1249585,389011,236058,2150,194,1956,2192,231,1961,14013164
2058,7568,7568,7578,6457,4804002,4361615,442387,57404,90868,294115,5350,135,5215,5394,174,5220,7489967
2059,7568,7568,7578,6323,26618667,22623265,3995402,1246286,890030,1859086,2751,183,2568,2792,219,2573,75
2060,7568,7568,7578,6634,8674287,7853354,820933,179857,177939,463137,5773,111,5662,5801,132,5669,1251663
2061,7568,7568,7578,6313,16212262,15085291,1126971,602301,246738,277932,2522,191,2331,2561,226,2335,11711921
2062,7568,7568,7578,6323,11612073,10280767,1331306,395879,311141,624286,3170,168,3002,3214,205,3009,12712415
2063,7568,7568,7578,6595,11273459,10242666,1030793,207921,261743,561129,5526,132,5394,5549,148,5401,10633
2064,7568,7568,7578,6325,13844578,11996885,1847693,571642,430483,845568,3791,161,3630,3835,199,3636,7057843
2065,7568,7568,7578,6508,14146206,12415807,1730399,264165,363883,1102351,4826,154,4672,4853,172,4681,1009397
2066,7568,7568,7578,6324,13657122,12169083,1488039,795994,270835,421210,2308,180,2128,2349,218,2131,15450733
2067,7568,7568,7578,6275,8302852,7396649,906203,309371,233054,363778,3900,169,3731,3951,212,3739,11990364
2068,7568,7568,7578,6375,15439644,14279648,1159996,38683,234568,886745,4774,144,4630,4825,187,4638,0
2069,7568,7568,7578,6533,10631687,9639232,992455,110550,215943,665962,5323,104,5219,5345,122,5223,1782477
2070,7568,7568,7578,6550,11532762,10414507,1118255,146888,361206,610161,5481,129,5352,5503,143,5360,0
2071,7568,7568,7578,7578,0,0,0,0,0,0,7568,44,7524,7578,50,7528,0
2072,7568,7568,7578,6815,7841394,7108048,733346,126071,186514,420761,6149,130,6019,6171,147,6024,0
2073,7568,7568,7578,6357,17333471,15333997,1999474,485656,560611,953207,4388,159,4229,4433,197,4236,239259
2074,7568,7568,7578,6969,38682,38682,0,0,0,0,6523,62,6461,6548,78,6470,5769144
2075,7568,7568,7578,6601,6648876,5941671,707205,151151,165489,390565,5614,114,5500,5638,132,5506,4170028
2076,7568,7568,7578,6325,14336012,12839027,1496985,455776,332587,708622,4872,157,4715,4923,200,4723,563666
2077,7568,7568,7578,6307,31127958,27005981,4121977,1540634,995564,1585779,1935,188,1747,1981,230,1751,0
2078,7568,7568,7578,7576,13866,7918,5948,92,1459,4397,7565,31,7534,7575,35,7540,2712
2079,7568,7568,7578,7578,8792,5196,3596,1162,894,1540,7566,10,7556,7578,12,7566,2260
2080,7568,7568,7578,7355,2041422,1671071,370351,52219,94287,223845,7198,65,7133,7199,59,7140,3198
