"Year","AFem","AFemDeath","AMal","AMalDeath","Eggs","EggsDeath","FryGrad","FryExit","FryDeath","FryInStr","allMortAF","baseMortAF","tempMortAF","allMortAM","baseMortAM","tempMortAM","InVivo"
2010,7568,7568,7578,6303,37808892,30830170,6978722,3524409,1292265,2162048,726,190,536,771,231,540,0
2011,7568,7568,7578,6322,33752808,28777268,4975540,2271613,839142,1864785,1460,196,1264,1502,232,1270,0
2012,7568,7568,7578,6297,17150706,15258794,1891912,242711,437073,1212128,3962,154,3808,4017,202,3815,2789089
2013,7568,7568,7578,6323,31172166,27324784,3847382,1436788,795688,1614906,1927,196,1731,1968,233,1735,0
2014,7568,7568,7578,6466,10837682,9743510,1094172,177424,288237,628511,5261,126,5135,5296,159,5137,1912910
2015,7568,7568,7578,6741,8187461,7517748,669713,22006,122980,524727,5954,104,5850,5965,107,5858,734919
2016,7568,7568,7578,6325,35504550,30094392,5410158,2444463,1141284,1824411,1143,193,950,1180,229,951,0
2017,7568,7568,7578,6471,7561255,6961210,600045,111707,155805,332533,5328,99,5229,5371,134,5237,4840195
2018,7568,7568,7578,6324,32686290,26987443,5698847,2543253,1034074,2121520,1653,202,1451,1690,236,1454,0
2019,7568,7568,7578,6314,35348472,28698142,6650330,3171754,1153250,2325326,1171,195,976,1209,231,978,1350
2020,7568,7568,7578,6323,25994304,23529580,2464724,528337,525909,1410478,2864,173,2691,2908,212,2696,0
2021,7568,7568,7578,6368,15627528,14313448,1314080,256720,287477,769883,4740,157,4583,4788,197,4591,0
2022,7568,7568,7578,6324,19915704,17367834,2547870,816038,531668,1200164,3964,173,3791,4007,207,3800,0
2023,7568,7568,7578,6333,19219428,16842887,2376541,901885,555898,918758,4090,166,3924,4138,206,3932,0
2024,7568,7568,7578,6341,22175838,18858645,3317193,1184984,741136,1391073,3555,158,3397,3602,198,3404,0
2025,7568,7568,7578,6322,39140658,31846431,7294227,3710927,1306724,2276576,485,192,293,522,228,294,0
2026,7568,7568,7578,6335,16640911,14048270,2592641,908313,537786,1146542,2932,174,2758,2974,210,2764,9003773
2027,7568,7568,7578,6322,39360331,34338955,5021376,1685947,904679,2430750,338,191,147,375,227,148,592799
2028,7568,7568,7578,7523,486288,320141,166147,7717,38904,119526,7480,45,7435,7490,50,7440,0
2029,7568,7568,7578,6468,13210767,11895241,1315526,211804,296193,807529,5163,119,5044,5208,157,5051,79263
2030,7568,7568,7578,6328,23292090,19783557,3508533,1169531,624311,1714691,3353,169,3184,3397,208,3189,0
2031,7568,7568,7578,6270,29193858,24965038,4228820,1744225,865047,1619548,2285,175,2110,2332,219,2113,0
2032,7568,7568,7578,6315,34078842,28382916,5695926,3167630,1023672,1504624,1401,190,1211,1444,230,1214,0
2033,7568,7568,7578,6320,28542562,22856742,5685820,2962697,1038343,1684780,795,180,615,834,216,618,8908594
2034,7568,7568,7578,6322,16779140,13207893,3571247,1920657,735690,914900,934,194,740,971,229,742,19934596
2035,7568,7568,7578,7502,494676,288887,205789,42933,51148,111708,7442,101,7341,7453,108,7345,201600
2036,7568,7568,7578,7555,204462,126308,78154,10099,21794,46261,7531,48,7483,7542,57,7485,0
2037,7568,7568,7578,6406,13696381,12281999,1414382,460515,367459,586408,4888,151,4737,4940,198,4742,1117801
2038,7568,7568,7578,6338,30031518,24866690,5164828,2929504,932227,1303097,522,191,331,556,227,329,8923390
2039,7568,7568,7578,6386,15583320,14139484,1443836,115569,307167,1021100,4748,146,4602,4798,189,4609,0
2040,7568,7568,7578,7578,1737,993,744,41,78,625,7567,29,7538,7578,33,7545,3789
2041,7568,7568,7578,6663,9709182,8825727,883455,81339,183757,618359,5811,108,5703,5832,121,5711,0
2042,7568,7568,7578,6319,29822654,22968425,6854229,4146052,1347699,1360478,879,192,687,916,229,687,7161200
2043,7568,7568,7578,6677,9755374,8552960,1202414,269422,315458,617534,5563,119,5444,5585,132,5453,1330536
2044,7568,7568,7578,6314,19733346,17437031,2296315,561919,596428,1137968,3997,172,3825,4042,208,3834,0
2045,7568,7568,7578,7578,0,0,0,0,0,0,7568,29,7539,7578,33,7545,0
2046,7568,7568,7578,7578,0,0,0,0,0,0,7568,37,7531,7578,41,7537,0
2047,7568,7568,7578,6322,34992429,29312836,5679593,3184898,1094400,1400295,1043,190,853,1080,226,854,1065547
2048,7568,7568,7578,6320,14391251,11994120,2397131,1235007,487563,674561,2482,197,2285,2524,233,2291,13753812
2049,7568,7568,7578,7441,1287558,808217,479341,147505,127136,204700,7335,59,7276,7344,62,7282,0
2050,7568,7568,7578,6348,11158345,9649607,1508738,548624,327080,633034,4408,139,4269,4460,182,4278,6329083
2051,7568,7568,7578,6979,4050968,3631608,419360,102381,94893,222086,6554,91,6463,6578,104,6474,1560056
2052,7568,7568,7578,6284,29315344,25158121,4157223,1651754,837971,1667498,2076,181,1895,2126,227,1899,1035102
2053,7568,7568,7578,6326,14168264,12176815,1991449,599394,463042,929013,3735,182,3553,3776,217,3559,7041000
2054,7568,7568,7578,7578,0,0,0,0,0,0,7568,27,7541,7578,29,7549,0
2055,7568,7568,7578,6452,15108084,13343345,1764739,460630,374303,929806,4834,151,4683,4873,186,4687,0
2056,7568,7568,7578,6285,4760263,4004432,755831,380249,173682,201900,1389,188,1201,1437,234,1203,29469545
2057,7568,7568,7578,7575,9170,5541,3629,172,475,2982,7563,74,7489,7573,77,7496,18460
2058,7568,7568,7578,7573,49734,28106,21628,5549,6044,10035,7559,14,7545,7570,17,7553,0
2059,7568,7568,7578,6396,15424126,14506875,917251,73406,228527,615318,4774,142,4632,4820,185,4635,15518
2060,7568,7568,7578,7553,178180,98833,79347,17713,24513,37121,7525,52,7473,7533,57,7476,59438
2061,7568,7568,7578,7386,1676592,1426722,249870,19632,58072,172166,7232,58,7174,7235,50,7185,180646
2062,7568,7568,7578,6530,19142064,16178881,2963183,1095993,716266,1150924,4104,162,3942,4129,184,3945,0
2063,7568,7568,7578,7578,0,0,0,0,0,0,7568,25,7543,7578,31,7547,0
2064,7568,7568,7578,6323,28545277,24812890,3732387,1921782,779442,1031163,1681,202,1479,1719,233,1486,3996841
2065,7568,7568,7578,7521,34225,18226,15999,6248,3066,6685,7481,39,7442,7488,48,7440,446537
2066,7568,7568,7578,6353,1582985,1407276,175709,66749,53816,55144,4631,150,4481,4677,192,4485,14709161
2067,7568,7568,7578,7578,0,0,0,0,0,0,7568,37,7531,7578,40,7538,0
2068,7568,7568,7578,7578,0,0,0,0,0,0,7568,30,7538,7578,34,7544,0
2069,7568,7568,7578,7578,0,0,0,0,0,0,7568,11,7557,7578,14,7564,0
2070,7568,7568,7578,7578,0,0,0,0,0,0,7568,44,7524,7578,48,7530,0
2071,7568,7568,7578,6338,10886442,9632481,1253961,466513,334912,452536,4084,171,3913,4126,207,3919,8402307
2072,7568,7568,7578,6652,2338194,2147214,190980,62140,66628,62212,5881,105,5776,5911,129,5782,7024198
2073,7568,7568,7578,7302,1427108,1177555,249553,49247,77351,122955,7122,94,7028,7123,87,7036,1042160
2074,7568,7568,7578,6448,9284452,8331148,953304,165353,307951,480000,5091,123,4968,5142,169,4973,4422788
2075,7568,7568,7578,7578,0,0,0,0,0,0,7568,43,7525,7578,48,7530,0
2076,7568,7568,7578,7578,0,0,0,0,0,0,7568,30,7538,7578,35,7543,0
2077,7568,7568,7578,7578,0,0,0,0,0,0,7568,14,7554,7578,16,7562,0
2078,7568,7568,7578,6462,3633314,3259026,374288,107158,108497,158633,3966,166,3800,4000,195,3805,16323404
2079,7568,7568,7578,7578,0,0,0,0,0,0,7568,19,7549,7578,23,7555,0
2080,7568,7568,7578,7437,128162,88054,40108,15468,10074,14566,7338,64,7274,7348,64,7284,1142818
2081,7568,7568,7578,6358,2190021,1977426,212595,64697,57668,90230,4894,150,4744,4942,190,4752,12647521
2082,7568,7568,7578,7473,494604,305632,188972,45437,59216,84319,7394,80,7314,7404,95,7309,466920
2083,7568,7568,7578,7480,596634,347741,248893,72737,68891,107265,7408,32,7376,7417,38,7379,287526
2084,7568,7568,7578,6559,338448,324887,13561,6672,1264,5625,5270,120,5150,5294,139,5155,12419056
2085,7568,7568,7578,6676,60786,60786,0,0,0,0,5989,109,5880,6020,125,5895,8708976
2086,7568,7568,7578,6313,132624,128614,4010,3532,471,7,3907,176,3731,3953,214,3739,20186478
2087,7568,7568,7578,7173,270388,246816,23572,4121,6515,12936,6826,78,6748,6859,104,6755,3849644
2088,7568,7568,7578,7578,0,0,0,0,0,0,7568,37,7531,7578,41,7537,0
2089,7568,7568,7578,7578,0,0,0,0,0,0,7568,47,7521,7578,50,7528,0
2090,7568,7568,7578,7569,8092,4741,3351,1275,591,1485,7554,52,7502,7564,56,7508,69272
2091,7568,7568,7578,7578,0,0,0,0,0,0,7568,39,7529,7578,42,7536,0
