"cnrmcm3","gfdlcm21","miroc32med","mpiecham5","ncarccsm3","ncarpcm1"
0.0942537892645767,0.143366993154101,0.0924503550526431,0.100447426129109,0.0547658228331883,0.118737209855776
0.0924683253939262,0.111334610200687,0.158409510534954,0.0969343269831869,0.0953291096260974,0.102411350601326
0.163811619463499,0.100813698603618,0.149265649927941,0.164717029152688,0.1686943789426,0.130266103481432
0.148524683381085,0.0551695799488399,0.0855550473807406,0.147308762558842,0.0778418853184572,0.139985030837627
0.153007985225625,0.0982569521841871,0.1692182093501,0.0594651492691618,0.0819469960636022,0.16235875805113
0.106190619334809,0.0544839367754134,0.145939115497246,0.138248646118021,0.313380264344091,0.186194030132479
0.106156307419891,0.129264870776367,0.0864541420688169,0.0786190270299835,0.101860098850887,0.133662795014739
0.157392976568358,0.208913153527401,0.0876746249722941,0.453718674211803,0.04254506567417,0.127757445905451
0.10046068877366,0.14249571142356,0.117496540562357,0.110232123483782,0.125886848860554,0.0500882030620238
0.0957456372012533,0.132177518508507,0.0682646309069171,0.135502270225075,0.0936059183895498,0.128268433439962
0.119953062512348,0.0939469721878138,0.101268823265917,0.148807561270469,0.0839191163657324,0.130851856586169
0.215640532664911,0.128657487445969,0.182943621788221,0.152495175782968,0.0814290738516208,0.182515970429815
0.104763790771088,0.149073150583862,0.135543889487354,0.101415384603578,0.154336898597281,0.0049653108420623
0.0990998543346007,0.129368911039582,0.182359630691234,0.121201896895221,0.140914661393715,0.11289697820311
0.15451526926398,0.0506431704806235,0.228373598300185,0.181212069699674,0.23917753008337,0.209324135817279
0.182586296248269,0.113237696295579,0.153061627754723,0.16562825709579,0.162007366998628,0.183056888455796
0.18467109383623,0.154266326216342,0.116833428081651,0.0868649801335117,0.141933034767204,0.147743427844287
0.155024075909928,0.100327876090651,0.0928039248524856,0.179352032303589,NA,0.0929580224079296
0.0760264110064725,0.0795828758867207,0.111619499893027,0.0221810868832248,0.0717874872153165,0.155322533125805
0.136496362031706,0.074868906350478,0.155136050995275,0.108887443654088,0.149424819734952,0.0894603433648933
0.328568055022582,0.0872660146232896,0.0980748764395146,0.0785649395417628,0.0802737802271901,0.112705727499782
0.223204015282145,0.206083688682281,0.202032344022602,0.162395545472482,0.170072002396445,0.171880832480684
0.132888291333037,0.157927880165027,0.0611370530072902,0.157340830089989,0.387652310290747,0.0964531867154078
0.0721945031982178,0.118171579567467,0.190886528844363,0.0659022377209203,0.16757715150391,0.160530418265561
0.124864419667998,0.379106501761787,0.0695152575792994,0.156169827909256,0.0925263640938051,0.185256500305834
0.0523179245416291,0.114800095397136,0.107554959374162,0.229758782622578,0.0836163065649506,0.11626577598616
0.132335111904241,0.0245334508534332,0.168332316872881,0.107866798420544,0.11299983354607,0.174473608733275
0.12345509913,0.0836844541680426,0.12657431780468,0.173739252264197,0.109821009207768,0.182284870012282
0.235445875108628,0.0827091823953907,0.180672151407558,0.0974411446806905,0.0830534945438069,0.146921646955139
0.137957127182885,0.316267381177542,0.135698352290707,0.127147846764029,0.121888597230198,0.189641190075148
0.101277401725133,0.0673070462583718,0.150592634514039,0.0890885198913392,0.0928966178694735,0.157295378434182
0.135474932278757,0.130646243337751,0.070729403527068,0.0846006762297869,0.0667969094422233,0.15286795035002
0.10092811479195,NA,NA,0.135779765757272,0.443312101910828,0.15855211750164
0.0976435146550613,0.172558745652091,0.0978683524933092,0.0903904287076187,0.0771719802046877,0.13712344470461
0.163241773948657,0.171083360678342,0.119044338493,0.160247430163224,0.131597420089129,0.157213670400599
0.0540239262063366,0.0916723360683902,0.174748884846605,0.188566825702853,0.104857412812844,0.137766587201743
0.118332245029738,0.125848956524204,0.413278854029754,0.195195237019074,0.0977423533682575,0.195947875594916
0.166171162614671,0.0620767958211244,0.157191233511389,NA,0.419903403347186,0.170985949773014
0.156081303176262,0.200408668678647,0.136453746941718,0.207618189934242,0.0856582171145293,0.152294703832528
0.284107181430507,0.129473409756376,0.373000361925443,0.115682890229191,0.0779621450359633,0.15768905434052
0.0850363905582563,0.115739949306373,0.114448873762155,0.135485448825415,0.0806044198213876,0.118648494362339
0.182223129267344,0.175546071596855,0.133066282379058,0.0940610778182374,0.0800718044821872,0.0586761362190999
0.130856797438403,0.133547713613375,0.381692826756638,0.0957020851325563,0.142238113168908,0.124272253674285
0.0851556963109827,0.0575638242741016,0.0610422431725024,0.133559844514785,0.0923490159973225,0.138256351232889
0.105409603872437,0.0823797596942207,NA,0.168863261165589,0.168022520404455,0.121269629296575
0.0762548671965796,0.0683837843858929,NA,0.0976090143486871,0.151389659211985,0.05263983444891
0.107896759435891,NA,0.10308174472715,0.0927826625137837,0.0941568844365231,0.135016361217501
0.150727739026242,0.0955383401392908,0.134226184252181,0.141378813853582,0.120707215015461,0.180869655136756
0.143476282553923,0.0877440651368538,0.403898325870491,NA,0.214473101260123,0.0793680858827439
0.143571472654906,0.188997949982259,0.101931027023639,NA,NA,0.0837560772414193
0.135097372923527,0.171889229378598,0.21044890692059,0.0732041758422898,0.0925169014541979,0.0564682775605295
0.167328598035542,0.121084671580492,0.0939573718285497,0.0584738594721704,0.225174655302266,0.144393255055488
0.449789804838665,0.0975854854829732,0.169241217810736,0.0904432849728884,0.0907871566153018,0.14910269165531
0.166161332745652,0.0660121484853638,0.126008660262957,0.327613814584499,0.0939004452699809,0.156361587005702
0.334461689127334,0.107034272234479,0.110764126352626,0.0952915370304488,0.139757503735319,0.112529970497029
0.129402021195966,0.114892688368596,0.0785725991342079,NA,0.291462495098877,0.155776022391072
0.149552335487428,0.235599975721771,0.0682520915860892,0.193555426767313,0.115370239016175,0.127877245819978
0.146054082819414,0.0717643423092317,NA,0.114247280510859,0.0896968927740767,0.22547955121245
NA,0.145435134503837,0.351452366443226,0.214371147022938,0.148511405581488,0.110099300307523
0.137956392264712,0.135065225635931,0.417058752563639,0.17066656162075,0.128937815123632,0.0181318813991484
NA,0.170624397696093,0.080793597414428,0.0672757168680731,0.112481017396953,0.141402877161636
0.131050825360242,0.298696176688938,0.0543861416952097,0.0550671806479815,NA,0.0692818938791674
0.0826950436682039,0.173252039310671,0.42579494338452,0.148010472910034,0.102203720982941,0.152657985553568
0.335382042686068,0.169821699858072,0.384524113128763,0.145042807713196,0.115016606980792,NA
0.0673652207808552,0.32119274609427,NA,0.342833876221498,0.213235352514247,0.0957291573308023
NA,0.22795335484425,NA,0.00857317819963258,0.0584467472676218,0.0868727392079523
NA,0.0817241420006609,0.0880929212408697,0.193146942839054,0.121325533105454,NA
0.107006885069366,0.101990783242941,0.138147825958746,NA,0.07690168987857,0.101312693958198
0.167113047841943,0.0826895742325918,0.101152844999806,0.191592937795408,0.123264920319496,0.16513547631362
0.0720948609668268,0.0584445273132944,0.0861458295867353,0.120590707920468,0.487337467493499,0.13225002256219
